InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
560360,21471,STRAWBERRY RAFFIA FOOD COVER,6,7/18/23 23:55,3.75,12744,Singapore
560360,21470,FLOWER VINE RAFFIA FOOD COVER,6,7/18/23 23:55,3.75,12744,Singapore
560360,23175,REGENCY MILK JUG PINK ,12,7/18/23 23:55,3.25,12744,Singapore
560360,23174,REGENCY SUGAR BOWL GREEN,12,7/18/23 23:55,4.15,12744,Singapore
560360,21936,RED RETROSPOT PICNIC BAG,50,7/18/23 23:55,2.55,12744,Singapore
560360,22192,BLUE DINER WALL CLOCK,12,7/18/23 23:55,7.65,12744,Singapore
560360,23028,DRAWER KNOB CRACKLE GLAZE BLUE,18,7/18/23 23:55,1.65,12744,Singapore
560360,23029,DRAWER KNOB CRACKLE GLAZE GREEN,18,7/18/23 23:55,1.65,12744,Singapore
560360,23298,SPOTTY BUNTING,12,7/18/23 23:55,4.95,12744,Singapore
560360,47566,PARTY BUNTING,8,7/18/23 23:55,4.95,12744,Singapore
560360,22090,PAPER BUNTING RETROSPOT,12,7/18/23 23:55,2.95,12744,Singapore
560360,23284,DOORMAT KEEP CALM AND COME IN,22,7/18/23 23:55,6.75,12744,Singapore
560360,22469,HEART OF WICKER SMALL,40,7/18/23 23:55,1.45,12744,Singapore
560360,35970,ZINC FOLKART SLEIGH BELLS,72,7/18/23 23:55,1.49,12744,Singapore
560360,23020,GLASS  SONGBIRD STORAGE JAR,8,7/18/23 23:55,23.15,12744,Singapore
560360,23312,VINTAGE CHRISTMAS GIFT SACK,36,7/18/23 23:55,4.15,12744,Singapore
560363,23296,SET OF 6 TEA TIME BAKING CASES,8,7/18/23 12:05,1.25,12589,France
560363,23295,SET OF 12 MINI LOAF BAKING CASES,16,7/18/23 12:05,0.83,12589,France
560363,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,7/18/23 12:05,0.83,12589,France
560363,23294,SET OF 6 SNACK LOAF BAKING CASES,8,7/18/23 12:05,0.83,12589,France
560363,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",8,7/18/23 12:05,1.25,12589,France
560363,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,7/18/23 12:05,1.45,12589,France
560363,22644,CERAMIC CHERRY CAKE MONEY BANK,12,7/18/23 12:05,1.45,12589,France
560363,22423,REGENCY CAKESTAND 3 TIER,1,7/18/23 12:05,12.75,12589,France
560363,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,7/18/23 12:05,12.75,12589,France
560363,POST,POSTAGE,1,7/18/23 12:05,18,12589,France
560398,22139,RETROSPOT TEA SET CERAMIC 23 PC ,24,7/18/23 14:22,4.25,12731,France
560398,22561,WOODEN SCHOOL COLOURING SET,24,7/18/23 14:22,1.65,12731,France
560398,22560,TRADITIONAL MODELLING CLAY,48,7/18/23 14:22,1.06,12731,France
560398,21889,WOODEN BOX OF DOMINOES,24,7/18/23 14:22,1.25,12731,France
560398,21915,RED  HARMONICA IN BOX ,24,7/18/23 14:22,1.25,12731,France
560398,21914,BLUE HARMONICA IN BOX ,24,7/18/23 14:22,1.25,12731,France
560398,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,7/18/23 14:22,0.42,12731,France
560398,22714,CARD BIRTHDAY COWBOY,12,7/18/23 14:22,0.42,12731,France
560398,85014A,BLACK/BLUE POLKADOT UMBRELLA,48,7/18/23 14:22,4.95,12731,France
560398,21844,RED RETROSPOT MUG,72,7/18/23 14:22,2.55,12731,France
560398,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,7/18/23 14:22,3.25,12731,France
560398,22698,PINK REGENCY TEACUP AND SAUCER,6,7/18/23 14:22,2.95,12731,France
560398,22697,GREEN REGENCY TEACUP AND SAUCER,12,7/18/23 14:22,2.95,12731,France
560398,22699,ROSES REGENCY TEACUP AND SAUCER ,24,7/18/23 14:22,2.55,12731,France
560398,22892,SET OF SALT AND PEPPER TOADSTOOLS,24,7/18/23 14:22,1.25,12731,France
560398,22195,LARGE HEART MEASURING SPOONS,24,7/18/23 14:22,1.65,12731,France
560398,21563,RED HEART SHAPE LOVE BUCKET ,12,7/18/23 14:22,2.95,12731,France
560398,22134,MINI LADLE LOVE HEART RED ,48,7/18/23 14:22,0.42,12731,France
560398,22398,MAGNETS PACK OF 4 SWALLOWS,24,7/18/23 14:22,0.39,12731,France
560398,21524,DOORMAT SPOTTY HOME SWEET HOME,22,7/18/23 14:22,6.75,12731,France
560398,48187,DOORMAT NEW ENGLAND,22,7/18/23 14:22,6.75,12731,France
560398,48184,DOORMAT ENGLISH ROSE ,22,7/18/23 14:22,6.75,12731,France
560398,20685,DOORMAT RED RETROSPOT,22,7/18/23 14:22,6.75,12731,France
560398,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,20,7/18/23 14:22,2.55,12731,France
560398,21558,SKULL LUNCH BOX WITH CUTLERY ,20,7/18/23 14:22,2.55,12731,France
560398,22630,DOLLY GIRL LUNCH BOX,20,7/18/23 14:22,1.95,12731,France
560398,22629,SPACEBOY LUNCH BOX ,20,7/18/23 14:22,1.95,12731,France
560398,22382,LUNCH BAG SPACEBOY DESIGN ,30,7/18/23 14:22,1.65,12731,France
560398,22662,LUNCH BAG DOLLY GIRL DESIGN,30,7/18/23 14:22,1.65,12731,France
560398,20727,LUNCH BAG  BLACK SKULL.,30,7/18/23 14:22,1.65,12731,France
560398,20725,LUNCH BAG RED RETROSPOT,30,7/18/23 14:22,1.65,12731,France
560398,22125,MINI FUNKY DESIGN TAPES,220,7/18/23 14:22,0.85,12731,France
560452,47566,PARTY BUNTING,8,7/19/23 9:51,4.95,12682,France
560452,21746,SMALL RED RETROSPOT WINDMILL,12,7/19/23 9:51,1.25,12682,France
560452,22432,WATERING CAN PINK BUNNY,6,7/19/23 9:51,1.95,12682,France
560452,22303,COFFEE MUG APPLES DESIGN,6,7/19/23 9:51,2.55,12682,France
560452,POST,POSTAGE,1,7/19/23 9:51,18,12682,France
560473,22699,ROSES REGENCY TEACUP AND SAUCER ,6,7/19/23 22:42,2.95,12431,Australia
560473,23170,REGENCY TEA PLATE ROSES ,12,7/19/23 22:42,1.65,12431,Australia
560473,21481,FAWN BLUE HOT WATER BOTTLE,6,7/19/23 22:42,2.95,12431,Australia
560473,21524,DOORMAT SPOTTY HOME SWEET HOME,2,7/19/23 22:42,7.95,12431,Australia
560473,22727,ALARM CLOCK BAKELIKE RED ,4,7/19/23 22:42,3.75,12431,Australia
560473,84978,HANGING HEART JAR T-LIGHT HOLDER,24,7/19/23 22:42,1.25,12431,Australia
560473,22726,ALARM CLOCK BAKELIKE GREEN,4,7/19/23 22:42,3.75,12431,Australia
560473,22138,BAKING SET 9 PIECE RETROSPOT ,3,7/19/23 22:42,4.95,12431,Australia
560473,22617,BAKING SET SPACEBOY DESIGN,3,7/19/23 22:42,4.95,12431,Australia
560473,21507,"ELEPHANT, BIRTHDAY CARD, ",12,7/19/23 22:42,0.42,12431,Australia
560473,22027,TEA PARTY BIRTHDAY CARD,12,7/19/23 22:42,0.42,12431,Australia
560473,22712,CARD DOLLY GIRL ,12,7/19/23 22:42,0.42,12431,Australia
560473,23083,SET 6 PAPER TABLE LANTERN STARS ,6,7/19/23 22:42,3.75,12431,Australia
560473,23298,SPOTTY BUNTING,6,7/19/23 22:42,4.95,12431,Australia
560473,23175,REGENCY MILK JUG PINK ,4,7/19/23 22:42,3.25,12431,Australia
560473,23174,REGENCY SUGAR BOWL GREEN,4,7/19/23 22:42,4.15,12431,Australia
560473,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,7/19/23 22:42,3.75,12431,Australia
560473,20685,DOORMAT RED RETROSPOT,6,7/19/23 22:42,7.95,12431,Australia
560473,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,8,7/19/23 22:42,4.95,12431,Australia
560473,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,8,7/19/23 22:42,4.95,12431,Australia
560473,48129,DOORMAT TOPIARY,4,7/19/23 22:42,7.95,12431,Australia
560473,22835,HOT WATER BOTTLE I AM SO POORLY,4,7/19/23 22:42,4.65,12431,Australia
560473,20725,LUNCH BAG RED RETROSPOT,20,7/19/23 22:42,1.65,12431,Australia
560544,22242,RED RETROSPOT APRON ,3,7/19/23 12:37,5.95,12569,Germany
560544,20754,RETROSPOT RED WASHING UP GLOVES,6,7/19/23 12:37,2.1,12569,Germany
560544,22354,RED RETROSPOT OVEN GLOVE ,22,7/19/23 12:37,1.25,12569,Germany
560544,71279,PINK GLASS CANDLEHOLDER,6,7/19/23 12:37,2.95,12569,Germany
560545,22553,PLASTERS IN TIN SKULLS,12,7/19/23 12:38,1.65,12569,Germany
560545,22055,MINI CAKE STAND  HANGING STRAWBERY,8,7/19/23 12:38,1.65,12569,Germany
560545,22064,PINK DOUGHNUT TRINKET POT ,12,7/19/23 12:38,1.65,12569,Germany
560545,21232,STRAWBERRY CERAMIC TRINKET BOX,12,7/19/23 12:38,1.25,12569,Germany
560545,POST,POSTAGE,1,7/19/23 12:38,18,12569,Germany
560545,22551,PLASTERS IN TIN SPACEBOY,12,7/19/23 12:38,1.65,12569,Germany
560549,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,7/19/23 12:43,1.65,12664,Finland
560549,82578,KITCHEN METAL SIGN,12,7/19/23 12:43,0.55,12664,Finland
560549,82580,BATHROOM METAL SIGN,12,7/19/23 12:43,0.55,12664,Finland
560549,82581,TOILET METAL SIGN,12,7/19/23 12:43,0.55,12664,Finland
560549,22467,GUMBALL COAT RACK,6,7/19/23 12:43,2.55,12664,Finland
560549,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,7/19/23 12:43,3.75,12664,Finland
560549,84997C,CHILDRENS CUTLERY POLKADOT BLUE,36,7/19/23 12:43,4.15,12664,Finland
560549,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,24,7/19/23 12:43,4.15,12664,Finland
560549,POST,POSTAGE,2,7/19/23 12:43,40,12664,Finland
560566,23298,SPOTTY BUNTING,6,7/19/23 13:45,4.95,12662,Germany
560566,21242,RED RETROSPOT PLATE ,8,7/19/23 13:45,1.69,12662,Germany
560566,21245,GREEN POLKADOT PLATE ,8,7/19/23 13:45,1.69,12662,Germany
560566,21243,PINK  POLKADOT PLATE ,8,7/19/23 13:45,1.69,12662,Germany
560566,23288,GREEN VINTAGE SPOT BEAKER,8,7/19/23 13:45,0.85,12662,Germany
560566,20677,PINK POLKADOT BOWL,8,7/19/23 13:45,1.25,12662,Germany
560566,20676,RED RETROSPOT BOWL,8,7/19/23 13:45,1.25,12662,Germany
560566,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,7/19/23 13:45,4.15,12662,Germany
560566,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,7/19/23 13:45,4.15,12662,Germany
560566,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,7/19/23 13:45,4.15,12662,Germany
560566,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,7/19/23 13:45,4.15,12662,Germany
560566,22176,BLUE OWL SOFT TOY,6,7/19/23 13:45,2.95,12662,Germany
560566,22175,PINK OWL SOFT TOY,6,7/19/23 13:45,2.95,12662,Germany
560566,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,7/19/23 13:45,8.5,12662,Germany
560566,23199,JUMBO BAG APPLES,22,7/19/23 13:45,2.08,12662,Germany
560566,23204,CHARLOTTE BAG APPLES DESIGN,22,7/19/23 13:45,0.85,12662,Germany
560566,20750,RED RETROSPOT MINI CASES,2,7/19/23 13:45,7.95,12662,Germany
560566,20718,RED RETROSPOT SHOPPER BAG,22,7/19/23 13:45,1.25,12662,Germany
560566,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,7/19/23 13:45,2.25,12662,Germany
560566,21238,RED RETROSPOT CUP,8,7/19/23 13:45,0.85,12662,Germany
560566,21239,PINK  POLKADOT CUP,8,7/19/23 13:45,0.85,12662,Germany
560566,21240,BLUE POLKADOT CUP,8,7/19/23 13:45,0.85,12662,Germany
560566,22149,FELTCRAFT 6 FLOWER FRIENDS,6,7/19/23 13:45,2.1,12662,Germany
560566,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,7/19/23 13:45,3.75,12662,Germany
560566,POST,POSTAGE,2,7/19/23 13:45,18,12662,Germany
560566,22748,POPPY'S PLAYHOUSE KITCHEN,6,7/19/23 13:45,2.1,12662,Germany
560566,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,7/19/23 13:45,2.1,12662,Germany
560566,22747,POPPY'S PLAYHOUSE BATHROOM,6,7/19/23 13:45,2.1,12662,Germany
560566,22745,POPPY'S PLAYHOUSE BEDROOM ,6,7/19/23 13:45,2.1,12662,Germany
560566,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,7/19/23 13:45,0.85,12662,Germany
560569,20696,FLORAL SOFT CAR TOY,4,7/19/23 14:04,3.75,12480,Germany
560569,20704,MR ROBOT SOFT TOY,2,7/19/23 14:04,6.95,12480,Germany
560569,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6,7/19/23 14:04,2.55,12480,Germany
560569,84569A,PACK 3 IRON ON DOG PATCHES,12,7/19/23 14:04,1.25,12480,Germany
560569,21703,BAG 125g SWIRLY MARBLES,12,7/19/23 14:04,0.42,12480,Germany
560569,21914,BLUE HARMONICA IN BOX ,12,7/19/23 14:04,1.25,12480,Germany
560569,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,7/19/23 14:04,3.25,12480,Germany
560569,85014B,RED RETROSPOT UMBRELLA,3,7/19/23 14:04,5.95,12480,Germany
560569,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,7/19/23 14:04,5.95,12480,Germany
560569,21741,COSY SLIPPER SHOES LARGE GREEN,6,7/19/23 14:04,2.95,12480,Germany
560569,21739,COSY SLIPPER SHOES SMALL GREEN,6,7/19/23 14:04,2.95,12480,Germany
560569,20749,ASSORTED COLOUR MINI CASES,2,7/19/23 14:04,7.95,12480,Germany
560569,21481,FAWN BLUE HOT WATER BOTTLE,6,7/19/23 14:04,2.95,12480,Germany
560569,22231,SCOTTIE DOG HOT WATER BOTTLE,3,7/19/23 14:04,4.95,12480,Germany
560569,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,7/19/23 14:04,4.65,12480,Germany
560569,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,7/19/23 14:04,2.95,12480,Germany
560569,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,7/19/23 14:04,1.25,12480,Germany
560569,16161U,WRAP SUKI AND FRIENDS,25,7/19/23 14:04,0.42,12480,Germany
560569,21498,RED RETROSPOT WRAP ,25,7/19/23 14:04,0.42,12480,Germany
560569,21499,BLUE POLKADOT WRAP,25,7/19/23 14:04,0.42,12480,Germany
560569,22045,SPACEBOY GIFT WRAP,25,7/19/23 14:04,0.42,12480,Germany
560569,23231,WRAP DOILEY DESIGN,25,7/19/23 14:04,0.42,12480,Germany
560569,22076,6 RIBBONS EMPIRE  ,12,7/19/23 14:04,1.65,12480,Germany
560569,85049C,ROMANTIC PINKS RIBBONS ,12,7/19/23 14:04,1.25,12480,Germany
560569,85049G,CHOCOLATE BOX RIBBONS ,12,7/19/23 14:04,1.25,12480,Germany
560569,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,7/19/23 14:04,9.95,12480,Germany
560569,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,7/19/23 14:04,12.75,12480,Germany
560569,22423,REGENCY CAKESTAND 3 TIER,1,7/19/23 14:04,12.75,12480,Germany
560569,22215,CAKE STAND WHITE TWO TIER LACE,2,7/19/23 14:04,8.5,12480,Germany
560569,21244,BLUE POLKADOT PLATE ,8,7/19/23 14:04,1.69,12480,Germany
560569,21243,PINK  POLKADOT PLATE ,8,7/19/23 14:04,1.69,12480,Germany
560569,23285,PINK VINTAGE SPOT BEAKER,8,7/19/23 14:04,0.85,12480,Germany
560569,23286,BLUE VINTAGE SPOT BEAKER,8,7/19/23 14:04,0.85,12480,Germany
560569,21239,PINK  POLKADOT CUP,8,7/19/23 14:04,0.85,12480,Germany
560569,21240,BLUE POLKADOT CUP,8,7/19/23 14:04,0.85,12480,Germany
560569,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,7/19/23 14:04,1.65,12480,Germany
560569,POST,POSTAGE,3,7/19/23 14:04,18,12480,Germany
560590,22897,OVEN MITT APPLES DESIGN,22,7/19/23 15:55,1.45,12560,Germany
560590,22302,COFFEE MUG PEARS  DESIGN,6,7/19/23 15:55,2.55,12560,Germany
560590,23199,JUMBO BAG APPLES,22,7/19/23 15:55,2.08,12560,Germany
560590,22303,COFFEE MUG APPLES DESIGN,6,7/19/23 15:55,2.55,12560,Germany
560590,22704,WRAP RED APPLES ,25,7/19/23 15:55,0.42,12560,Germany
560590,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,7/19/23 15:55,3.25,12560,Germany
560590,22908,PACK OF 20 NAPKINS RED APPLES,12,7/19/23 15:55,0.85,12560,Germany
560590,23206,LUNCH BAG APPLE DESIGN,22,7/19/23 15:55,1.65,12560,Germany
560590,22630,DOLLY GIRL LUNCH BOX,12,7/19/23 15:55,1.95,12560,Germany
560590,22847,BREAD BIN DINER STYLE IVORY,1,7/19/23 15:55,16.95,12560,Germany
560590,85053,FRENCH ENAMEL CANDLEHOLDER,6,7/19/23 15:55,2.1,12560,Germany
560590,22430,ENAMEL WATERING CAN CREAM,4,7/19/23 15:55,4.95,12560,Germany
560590,16161P,WRAP ENGLISH ROSE ,25,7/19/23 15:55,0.42,12560,Germany
560590,84030E,ENGLISH ROSE HOT WATER BOTTLE,20,7/19/23 15:55,4.25,12560,Germany
560590,84522A,SET OF 4 ENGLISH ROSE COASTERS,22,7/19/23 15:55,1.25,12560,Germany
560590,21884,CAKES AND BOWS GIFT  TAPE,12,7/19/23 15:55,0.65,12560,Germany
560590,22831,WHITE BROCANTE SOAP DISH,6,7/19/23 15:55,2.95,12560,Germany
560590,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,7/19/23 15:55,1.45,12560,Germany
560590,23198,PANTRY MAGNETIC  SHOPPING LIST,12,7/19/23 15:55,1.45,12560,Germany
560590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,7/19/23 15:55,4.95,12560,Germany
560590,23245,SET OF 3 REGENCY CAKE TINS,4,7/19/23 15:55,4.95,12560,Germany
560590,23291,DOLLY GIRL CHILDRENS CUP,8,7/19/23 15:55,1.25,12560,Germany
560590,23289,DOLLY GIRL CHILDRENS BOWL,8,7/19/23 15:55,1.25,12560,Germany
560590,23292,SPACEBOY CHILDRENS CUP,16,7/19/23 15:55,1.25,12560,Germany
560590,23290,SPACEBOY CHILDRENS BOWL,16,7/19/23 15:55,1.25,12560,Germany
560590,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,7/19/23 15:55,0.83,12560,Germany
560590,23287,RED VINTAGE SPOT BEAKER,8,7/19/23 15:55,0.85,12560,Germany
560590,23288,GREEN VINTAGE SPOT BEAKER,8,7/19/23 15:55,0.85,12560,Germany
560590,23286,BLUE VINTAGE SPOT BEAKER,8,7/19/23 15:55,0.85,12560,Germany
560590,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,7/19/23 15:55,0.55,12560,Germany
560590,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,7/19/23 15:55,0.55,12560,Germany
560590,22961,JAM MAKING SET PRINTED,12,7/19/23 15:55,1.45,12560,Germany
560590,22960,JAM MAKING SET WITH JARS,6,7/19/23 15:55,4.25,12560,Germany
560590,22989,SET 2 PANTRY DESIGN TEA TOWELS,12,7/19/23 15:55,3.25,12560,Germany
560590,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,7/19/23 15:55,0.85,12560,Germany
560590,22692,DOORMAT WELCOME TO OUR HOME,4,7/19/23 15:55,7.95,12560,Germany
560590,22979,PANTRY WASHING UP BRUSH,12,7/19/23 15:55,1.45,12560,Germany
560590,22982,PANTRY PASTRY BRUSH,12,7/19/23 15:55,1.25,12560,Germany
560590,22980,PANTRY SCRUBBING BRUSH,12,7/19/23 15:55,1.65,12560,Germany
560590,23004,TRAVEL CARD WALLET PANTRY,24,7/19/23 15:55,0.42,12560,Germany
560590,20652,BLUE POLKADOT LUGGAGE TAG ,12,7/19/23 15:55,1.25,12560,Germany
560590,22740,POLKADOT PEN,48,7/19/23 15:55,0.85,12560,Germany
560590,23285,PINK VINTAGE SPOT BEAKER,8,7/19/23 15:55,0.85,12560,Germany
560590,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/19/23 15:55,2.95,12560,Germany
560590,23175,REGENCY MILK JUG PINK ,4,7/19/23 15:55,3.25,12560,Germany
560590,23174,REGENCY SUGAR BOWL GREEN,4,7/19/23 15:55,4.15,12560,Germany
560590,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,7/19/23 15:55,0.65,12560,Germany
560590,22624,IVORY KITCHEN SCALES,2,7/19/23 15:55,8.5,12560,Germany
560590,22627,MINT KITCHEN SCALES,2,7/19/23 15:55,8.5,12560,Germany
560590,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/19/23 15:55,3.75,12560,Germany
560590,22728,ALARM CLOCK BAKELIKE PINK,4,7/19/23 15:55,3.75,12560,Germany
560590,22726,ALARM CLOCK BAKELIKE GREEN,4,7/19/23 15:55,3.75,12560,Germany
560590,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/19/23 15:55,3.75,12560,Germany
560590,22727,ALARM CLOCK BAKELIKE RED ,4,7/19/23 15:55,3.75,12560,Germany
560590,22781,GUMBALL MAGAZINE RACK,2,7/19/23 15:55,7.65,12560,Germany
560590,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,7/19/23 15:55,1.65,12560,Germany
560590,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,7/19/23 15:55,4.15,12560,Germany
560590,79191C,RETRO PLASTIC ELEPHANT TRAY,12,7/19/23 15:55,0.85,12560,Germany
560590,22629,SPACEBOY LUNCH BOX ,12,7/19/23 15:55,1.95,12560,Germany
560590,22029,SPACEBOY BIRTHDAY CARD,12,7/19/23 15:55,0.42,12560,Germany
560590,22551,PLASTERS IN TIN SPACEBOY,12,7/19/23 15:55,1.65,12560,Germany
560590,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,7/19/23 15:55,0.39,12560,Germany
560590,23235,STORAGE TIN VINTAGE LEAF,6,7/19/23 15:55,2.89,12560,Germany
560590,23237,SET OF 4 KNICK KNACK TINS LEAF,6,7/19/23 15:55,4.15,12560,Germany
560590,23089,GLASS BON BON JAR,12,7/19/23 15:55,1.65,12560,Germany
560590,23202,JUMBO BAG VINTAGE LEAF,22,7/19/23 15:55,2.08,12560,Germany
560590,23244,ROUND STORAGE TIN VINTAGE LEAF,6,7/19/23 15:55,1.95,12560,Germany
560590,23208,LUNCH BAG VINTAGE LEAF DESIGN,22,7/19/23 15:55,1.65,12560,Germany
560590,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,7/19/23 15:55,0.42,12560,Germany
560590,23232,WRAP VINTAGE LEAF DESIGN,25,7/19/23 15:55,0.42,12560,Germany
560590,20981,12 PENCILS TALL TUBE WOODLAND,12,7/19/23 15:55,0.85,12560,Germany
560590,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,7/19/23 15:55,2.95,12560,Germany
560590,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,7/19/23 15:55,1.65,12560,Germany
560590,22637,PIGGY BANK RETROSPOT ,8,7/19/23 15:55,2.55,12560,Germany
560590,22962,JAM JAR WITH PINK LID,12,7/19/23 15:55,0.85,12560,Germany
560590,22963,JAM JAR WITH GREEN LID,12,7/19/23 15:55,0.85,12560,Germany
560607,22337,BLACK RECORD COVER FRAME,48,7/20/23 22:15,3.39,12522,Spain
560607,79321,CHILLI LIGHTS,4,7/20/23 22:15,5.75,12522,Spain
560607,20750,RED RETROSPOT MINI CASES,4,7/20/23 22:15,7.95,12522,Spain
560607,POST,POSTAGE,3,7/20/23 22:15,28,12522,Spain
560635,22350,ILLUSTRATED CAT BOWL ,6,7/20/23 22:51,2.55,12521,Germany
560635,21534,DAIRY MAID LARGE MILK JUG,3,7/20/23 22:51,4.95,12521,Germany
560635,21533,RETROSPOT LARGE MILK JUG,3,7/20/23 22:51,4.95,12521,Germany
560635,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,7/20/23 22:51,1.25,12521,Germany
560635,23213,STAR WREATH DECORATION WITH BELL,12,7/20/23 22:51,1.25,12521,Germany
560635,23212,HEART WREATH DECORATION WITH BELL,12,7/20/23 22:51,1.25,12521,Germany
560635,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,7/20/23 22:51,7.9,12521,Germany
560635,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,6,7/20/23 22:51,2.08,12521,Germany
560635,23025,DRAWER KNOB VINTAGE GLASS BALL,6,7/20/23 22:51,2.08,12521,Germany
560635,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,7/20/23 22:51,1.65,12521,Germany
560635,23026,DRAWER KNOB VINTAGE GLASS STAR,6,7/20/23 22:51,2.08,12521,Germany
560635,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,7/20/23 22:51,1.65,12521,Germany
560635,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,7/20/23 22:51,1.65,12521,Germany
560635,23035,DRAWER KNOB CERAMIC IVORY,6,7/20/23 22:51,1.45,12521,Germany
560635,23033,DRAWER KNOB CERAMIC RED,6,7/20/23 22:51,1.45,12521,Germany
560635,23196,RETRO LEAVES MAGNETIC NOTEPAD,12,7/20/23 22:51,1.45,12521,Germany
560635,23263,SET OF 3 WOODEN HEART DECORATIONS,12,7/20/23 22:51,1.25,12521,Germany
560635,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,7/20/23 22:51,1.45,12521,Germany
560635,23286,BLUE VINTAGE SPOT BEAKER,8,7/20/23 22:51,0.85,12521,Germany
560635,23287,RED VINTAGE SPOT BEAKER,8,7/20/23 22:51,0.85,12521,Germany
560635,20712,JUMBO BAG WOODLAND ANIMALS,22,7/20/23 22:51,2.08,12521,Germany
560635,21931,JUMBO STORAGE BAG SUKI,22,7/20/23 22:51,2.08,12521,Germany
560635,23199,JUMBO BAG APPLES,20,7/20/23 22:51,2.08,12521,Germany
560635,22423,JUMBO SHOPPER VINTAGE RED PAISLEY,22,7/20/23 22:51,2.08,12521,Germany
560635,23201,JUMBO BAG ALPHABET,22,7/20/23 22:51,2.08,12521,Germany
560635,23202,JUMBO BAG VINTAGE LEAF,22,7/20/23 22:51,2.08,12521,Germany
560635,20719,WOODLAND CHARLOTTE BAG,22,7/20/23 22:51,0.85,12521,Germany
560635,20749,ASSORTED COLOUR MINI CASES,2,7/20/23 22:51,7.95,12521,Germany
560635,21668,RED STRIPE CERAMIC DRAWER KNOB,12,7/20/23 22:51,1.25,12521,Germany
560635,20707,CRAZY DAISY HEART DECORATION,12,7/20/23 22:51,1.25,12521,Germany
560635,22914,BLUE COAT RACK PARIS FASHION,3,7/20/23 22:51,4.95,12521,Germany
560635,84050,PINK HEART SHAPE EGG FRYING PAN,6,7/20/23 22:51,1.65,12521,Germany
560635,22897,OVEN MITT APPLES DESIGN,22,7/20/23 22:51,1.45,12521,Germany
560635,22839,3 TIER CAKE TIN GREEN AND CREAM,1,7/20/23 22:51,14.95,12521,Germany
560635,22134,MINI LADLE LOVE HEART RED ,12,7/20/23 22:51,0.42,12521,Germany
560635,22196,SMALL HEART MEASURING SPOONS,12,7/20/23 22:51,0.85,12521,Germany
560635,22349,DOG BOWL CHASING BALL DESIGN,6,7/20/23 22:51,3.75,12521,Germany
